id,fighter_name,weight_pounds,date_of_birth,height_feet,height_inches
2396,Jorge Ortiz,185.0,,6.0,0.0
2397,Ode Osbourne,145.0,1992-01-09,5.0,7.0
2398,Kurt Osiander,185.0,,,
2399,Kenji Osawa,135.0,1976-11-04,5.0,7.0
2400,Nick Osipczak,170.0,1984-12-30,6.0,2.0
2401,Dustin Ortiz,125.0,1988-12-25,5.0,5.0
2402,Nissen Osterneck,185.0,1981-05-01,6.0,2.0
2403,Rachael Ostovich,125.0,1991-02-25,5.0,3.0
2404,Artur Oumakhanov,154.0,1979-02-27,5.0,7.0
2405,Zak Ottow,170.0,1986-12-22,5.0,11.0
2406,Alexander Otsuka,205.0,1971-07-17,6.0,1.0
2407,Pedro Otavio,245.0,1967-12-17,6.0,3.0
2408,Takafumi Otsuka,139.0,1986-08-22,5.0,6.0
2409,Sidney Outlaw,170.0,1992-04-11,5.0,8.0
2410,Valentijn Overeem,230.0,1976-08-17,6.0,3.0
2411,Alistair Overeem,265.0,1980-05-17,6.0,4.0
2412,Craig Oxley,155.0,1973-02-14,5.0,9.0
2413,Raquel Pa'aluhi,135.0,1990-10-14,5.0,7.0
2414,Shungo Oyama,185.0,1974-04-11,5.0,11.0
2415,Alptekin Ozkilic,125.0,1986-03-27,5.0,5.0
2416,Larissa Pacheco,135.0,1994-09-07,5.0,7.0
2417,Nick Pace,135.0,1987-04-17,5.0,7.0
2418,George Pacurariu,135.0,1984-07-28,5.0,7.0
2419,Teemu Packalen,155.0,1987-05-22,6.0,1.0
2420,Michael Page,170.0,1987-04-07,6.0,2.0
2421,Cyrillo Padilha,155.0,1978-01-23,5.0,11.0
2422,Gary Padilla,205.0,1980-05-04,5.0,11.0
2423,Damacio Page,135.0,1982-09-30,5.0,6.0
2424,Josh Paiva,125.0,1991-04-05,5.0,6.0
2425,Dustin Pague,135.0,1987-08-05,5.0,9.0
2426,Dinis Paiva Jr.,145.0,1988-05-26,5.0,9.0
2427,Raulian Paiva,125.0,1995-10-17,5.0,8.0
2428,Jose Palacios,145.0,1982-11-10,5.0,9.0
2429,Sasha Palatnikov,170.0,1989-03-15,6.0,1.0
2430,Ricky Palacios,145.0,1987-07-05,5.0,6.0
2431,Fredson Paixao,145.0,1979-05-13,5.0,6.0
2432,Soa Palelei,265.0,1977-07-12,6.0,4.0
2433,Bart Palaszewski,145.0,1983-05-30,5.0,9.0
2434,Rousimar Palhares,170.0,1980-02-26,5.0,8.0
2435,Tulio Palhares,180.0,,,
2436,Stephen Palling,143.0,1967-01-29,5.0,4.0
2437,Joe Pardo,210.0,,6.0,1.0
2438,Eduardo Pamplona,170.0,1973-02-20,5.0,11.0
2439,Jared Papazian,135.0,1988-02-01,5.0,8.0
2440,Alexandre Pantoja,125.0,1990-04-16,5.0,5.0
2441,Bryan Pardoe,205.0,1968-10-22,6.0,1.0
2442,Remco Pardoel,260.0,1969-05-23,6.0,3.0
2443,Ido Pariente,155.0,1978-08-31,5.0,8.0
2444,Won Sik Park,154.0,1986-12-16,5.0,11.0
2445,Josh Parisian,265.0,1989-06-28,6.0,4.0
2446,Harvey Park,155.0,1986-03-22,6.0,0.0
2447,Junyong Park,185.0,1991-02-27,5.0,10.0
2448,Karo Parisyan,170.0,1982-08-28,5.0,10.0
2449,Norman Parke,155.0,1986-12-22,5.0,11.0
2450,Ryan Parker,235.0,,6.0,3.0
2451,Larry Parker,205.0,1963-08-15,5.0,11.0
2452,Tyra Parker,115.0,1989-09-18,5.0,5.0
2453,Jordan Parsons,145.0,1990-08-26,5.0,9.0
2454,Willie Parks,185.0,1983-11-04,5.0,10.0
2455,Onassis Parungao,200.0,,5.0,11.0
2456,Jhonoven Pati,185.0,1990-08-29,6.0,1.0
2457,Jorge Patino,170.0,1973-08-05,5.0,8.0
2458,Russell Patrick,145.0,1984-09-30,5.0,9.0
2459,Claude Patrick,170.0,1980-06-14,5.0,11.0
2460,Alan Patrick,155.0,1983-07-19,5.0,11.0
2461,Justin Patterson,170.0,1985-12-07,5.0,10.0
2462,Michael Patt,205.0,,6.0,0.0
2463,Julio Paulino,170.0,1975-12-04,6.0,0.0
2464,Sergei Pavlovich,257.0,1992-05-13,6.0,3.0
2465,Pawel Pawlak,170.0,1989-02-08,6.0,0.0
2466,Sarah Payant,115.0,,5.0,4.0
2467,Estevan Payan,145.0,1982-03-14,5.0,10.0
2468,Roland Payne,205.0,,5.0,9.0
2469,Jonathan Pearce,145.0,1992-05-01,6.0,0.0
2470,Andre Pederneiras,155.0,1967-03-22,5.0,8.0
2471,Carlo Pedersoli Jr.,170.0,1993-06-08,5.0,11.0
2472,Joe Pearson,145.0,1978-03-28,5.0,10.0
2473,Ross Pearson,155.0,1984-09-26,5.0,8.0
2474,Matt Pedro,,,,
2475,Tyson Pedro,205.0,1991-09-17,6.0,3.0
2476,Filip Pejic,135.0,1992-07-21,5.0,8.0
2477,Willie Peeters,220.0,1965-10-26,5.0,9.0
2478,Yan Pellerin,205.0,1980-03-20,5.0,11.0
2479,Julianna Pena,135.0,1989-08-19,5.0,6.0
2480,Kurt Pellegrino,155.0,1979-05-07,5.0,8.0
2481,Luis Pena,155.0,1993-07-05,6.0,3.0
2482,Sherman Pendergarst,235.0,1967-08-01,6.0,1.0
2483,Drew Pendleton,145.0,1983-12-08,,
2484,Cathal Pendred,170.0,1987-09-02,6.0,1.0
2485,BJ Penn,155.0,1978-12-13,5.0,9.0
2486,Nick Penner,205.0,1980-03-26,6.0,4.0
2487,Jessica Penne,115.0,1983-01-30,5.0,5.0
2488,Jerron Peoples,170.0,1982-05-04,6.0,0.0
2489,Raquel Pennington,135.0,1988-09-05,5.0,7.0
2490,Justin Pennington,,,5.0,4.0
2491,Godofredo Pepey,145.0,1987-07-02,5.0,7.0
2492,Ray Perales,170.0,1975-07-02,5.0,10.0
2493,Michel Pereira,170.0,1993-10-06,6.0,1.0
2494,Robert Peralta,145.0,1986-03-14,5.0,8.0
2495,Viviane Pereira,115.0,1993-08-28,5.0,1.0
2496,Alex Pereira,185.0,1987-07-07,,
2497,Daniel Pereira,185.0,1990-12-13,5.0,10.0
2498,Rolando Perez,135.0,,5.0,8.0
2499,Philip Perez,155.0,,5.0,5.0
2500,Erik Perez,135.0,1989-11-19,5.0,8.0
2501,Frankie Perez,155.0,1989-05-11,5.0,11.0
2502,Alejandro Perez,145.0,1989-09-02,5.0,6.0
2503,Markus Perez,185.0,1988-06-22,6.0,1.0
2504,Jose Perez,,,,
2505,Alex Perez,125.0,1992-03-21,5.0,6.0
2506,Thiago Perpetuo,170.0,1987-12-14,5.0,10.0
2507,Anthony Perosh,205.0,1972-10-05,6.0,3.0
2508,Hernani Perpetuo,170.0,1985-05-24,6.0,0.0
2509,Jay Perrin,135.0,1993-06-15,5.0,7.0
2510,Tony Petarra,196.0,1966-11-08,5.0,11.0
2511,Leiticia Pestova,135.0,1984-01-15,5.0,6.0
2512,Raphael Pessoa,262.0,1989-03-09,6.0,3.0
2513,Viktor Pesta,240.0,1990-07-15,6.0,3.0
2514,Tommy Petersen,155.0,,,
2515,Mike Perry,170.0,1991-09-15,5.0,10.0
2516,Cory Peterson,400.0,1979-02-04,6.0,11.0
2517,Peter Petties,145.0,1990-12-20,5.0,11.0
2518,Steven Peterson,145.0,1990-05-29,5.0,10.0
2519,Seth Petruzelli,205.0,1979-12-03,6.0,0.0
2520,Anthony Pettis,155.0,1987-01-27,5.0,10.0
2521,Forrest Petz,170.0,1975-09-22,5.0,9.0
2522,Dino Pezao,205.0,,,
2523,Cody Pfister,155.0,1990-07-12,5.0,10.0
2524,Sergio Pettis,125.0,1993-08-18,5.0,6.0
2525,Wayne Phillips,185.0,1983-06-17,,
2526,Dave Phillips,185.0,1980-01-12,6.0,0.0
2527,Nam Phan,135.0,1983-03-13,5.0,6.0
2528,Aaron Phillips,135.0,1989-08-05,5.0,9.0
2529,Constantinos Philippou,185.0,1979-11-29,5.0,11.0
2530,John Phillips,185.0,1985-06-09,5.0,11.0
2531,Elizabeth Phillips,135.0,1986-08-20,5.0,6.0
2532,Kyler Phillips,135.0,1995-06-12,5.0,8.0
2533,Vinc Pichel,155.0,1982-11-23,5.0,10.0
2534,Nick Pica,185.0,,5.0,10.0
2535,Jamie Pickett,185.0,1988-08-29,6.0,2.0
2536,Adam Piccolotti,155.0,1988-10-23,5.0,11.0
2537,Nick Piedmont,145.0,,5.0,10.0
2538,Oskar Piechota,185.0,1990-01-24,6.0,0.0
2539,Mike Pierce,170.0,1980-09-01,5.0,8.0
2540,Brad Pickett,135.0,1978-09-24,5.0,6.0
2541,Joao Pierini,155.0,1971-12-11,6.0,1.0
2542,Sean Pierson,170.0,1976-03-10,6.0,0.0
2543,Domingo Pilarte,135.0,1990-01-05,6.0,0.0
2544,Daniel Pineda,145.0,1985-08-06,5.0,7.0
2545,Luana Pinheiro,115.0,1992-11-18,5.0,2.0
2546,Jesus Pinedo,155.0,1996-06-22,5.0,10.0
2547,Gaetano Pirrello,135.0,1992-04-29,5.0,7.0
2548,Pingyuan Liu,135.0,1993-02-13,5.0,6.0
2549,Maki Pitolo,185.0,1990-11-24,5.0,10.0
2550,Dmitry Poberezhets,237.0,1985-06-11,6.0,3.0
2551,Jamal Pogues,205.0,1995-12-01,6.0,3.0
2552,Ross Pointon,170.0,1980-02-18,5.0,8.0
2553,John Polakowski,155.0,1981-06-21,5.0,10.0
2554,Brandon Polcare,125.0,,,
2555,Igor Pokrajac,205.0,1979-01-02,6.0,0.0
2556,Dustin Poirier,155.0,1989-01-19,5.0,9.0
2557,Mike Polchlopek,285.0,1965-12-27,6.0,4.0
2558,Santiago Ponzinibbio,170.0,1986-09-26,6.0,0.0
2559,Grigory Popov,135.0,1984-04-18,5.0,7.0
2560,Felipe Portela,170.0,1987-11-23,,
2561,Alexander Poppeck,205.0,1992-04-06,6.0,2.0
2562,Parker Porter,265.0,1985-04-22,6.0,0.0
2563,Callan Potter,170.0,1984-06-09,6.0,0.0
2564,Devin Powell,155.0,1988-03-01,6.0,0.0
2565,Ruan Potts,247.0,1978-02-23,6.0,2.0
2566,Marcin Prachnio,205.0,1988-07-14,6.0,3.0
2567,Ricardo Prasel,238.0,1990-06-02,6.0,7.0
2568,Wagner Prado,205.0,1986-12-30,6.0,0.0
2569,Trevor Prangley,185.0,1972-08-24,6.0,1.0
2570,Carlo Prater,155.0,1981-06-25,5.0,11.0
2571,Michel Prazeres,170.0,1981-07-25,5.0,6.0
2572,Kyle Prepolec,170.0,1989-08-30,5.0,10.0
2573,Dorian Price,170.0,1977-08-20,6.0,3.0
2574,Philip Preece,205.0,,5.0,8.0
2575,Chris Price,185.0,1982-11-09,6.0,2.0
2576,Niko Price,170.0,1989-09-29,6.0,0.0
2577,Shane Primm,205.0,1984-07-30,6.0,3.0
2578,Brent Primus,155.0,1985-04-12,5.0,10.0
2579,Lara Procopio,125.0,1995-11-14,5.0,4.0
2580,Jiri Prochazka,205.0,1992-10-14,6.0,3.0
2581,Joe Proctor,155.0,1985-08-10,5.0,10.0
2582,Cole Province,145.0,1981-01-17,5.0,9.0
2583,Daniel Puder,235.0,1981-10-09,6.0,3.0
2584,Lucie Pudilova,125.0,1994-06-13,5.0,8.0
2585,Bubba Pugh,185.0,,5.0,10.0
2586,Claudio Puelles,155.0,1996-04-21,5.0,11.0
2587,Juan Manuel Puig,145.0,1989-04-23,5.0,9.0
2588,Hugh Pulley,155.0,,6.0,0.0
2589,Josh Pulsifer,145.0,1983-03-16,5.0,10.0
2590,Jens Pulver,145.0,1974-12-06,5.0,7.0
2591,CM Punk,170.0,1978-10-26,6.0,1.0
2592,Joe Pyfer,185.0,1996-09-17,6.0,2.0
2593,Bao Quach,145.0,1979-09-04,5.0,3.0
2594,Mike Pyle,170.0,1975-09-18,6.0,0.0
2595,Gary Quan,143.0,1971-04-11,5.0,8.0
2596,Billy Quarantillo,145.0,1988-12-08,5.0,10.0
2597,Nate Quarry,185.0,1972-03-18,6.0,0.0
2598,Vinicius Queiroz,220.0,1983-08-29,6.0,7.0
2599,Ryan Quinn,145.0,,5.0,8.0
2600,Jimmy Quinlan,185.0,1986-05-25,6.0,0.0
2601,Michel Quinones,155.0,1984-12-22,5.0,10.0
2602,Landon Quinones,155.0,1995-11-21,5.0,9.0
2603,Jose Quinonez,135.0,1990-07-28,5.0,8.0
2604,Benji Radach,185.0,1979-04-05,5.0,10.0
2605,Josh Rafferty,170.0,1981-01-06,6.0,0.0
2606,Jordan Radev,185.0,1976-09-28,5.0,7.0
2607,Gilbert Rael,155.0,,5.0,8.0
2608,Amir Rahnavardi,205.0,1974-12-07,6.0,0.0
2609,Ricky Rainey,170.0,1983-06-29,6.0,1.0
2610,Shavkat Rakhmonov,170.0,1994-10-23,6.0,1.0
2611,Aleksandar Rakic,205.0,1992-02-06,6.0,4.0
2612,Jessica Rakoczy,115.0,1977-04-14,5.0,7.0
2613,Hector Ramirez,205.0,1976-03-28,6.0,0.0
2614,Thomas Ramirez,410.0,,6.0,1.0
2615,Matt Ramirez,125.0,,5.0,5.0
2616,Steve Ramirez,125.0,,5.0,7.0
2617,Andrew Ramm,160.0,,6.0,1.0
2618,Amador Ramirez,135.0,1990-06-14,,
2619,Ian Rammel,185.0,1985-07-22,6.0,0.0
2620,Luis Ramos,170.0,1981-01-18,5.0,8.0
2621,Davi Ramos,155.0,1986-11-05,5.0,6.0
2622,Ricardo Ramos,145.0,1995-08-01,5.0,9.0
2623,Hussain Rasouli,135.0,,5.0,6.0
2624,Vernon Ramos Ho,170.0,1992-06-03,5.0,6.0
2625,Raou Raou,195.0,,5.0,8.0
2626,Kevin Randleman,205.0,1971-08-10,5.0,10.0
2627,David Rasouri,155.0,,5.0,7.0
2628,Ed Ratcliff,155.0,1983-03-05,5.0,10.0
2629,Gideon Ray,185.0,1973-05-27,5.0,10.0
2630,Bec Rawlings,125.0,1989-02-11,5.0,6.0
2631,Stevie Ray,155.0,1990-03-25,5.0,10.0
2632,Joe Ray,170.0,1984-12-17,,
2633,Iony Razafiarison,145.0,1984-12-23,5.0,3.0
2634,Keenan Raymond,165.0,,,
2635,Antony Rea,205.0,1976-07-15,6.0,0.0
2636,Abdul Razak Alhassan,170.0,1985-08-11,5.0,10.0
2637,Rafael Rebello,135.0,1980-10-16,5.0,5.0
2638,Greg Rebello,240.0,1982-06-13,6.0,0.0
2639,Paul Redmond,145.0,1986-10-20,5.0,10.0
2640,John Reedy,155.0,,5.0,8.0
2641,Dennis Reed,205.0,1969-09-11,,
2642,Karl Reed,205.0,1988-10-27,6.0,3.0
2643,James Reese,155.0,1980-12-21,5.0,9.0
2644,Stephen Regman,185.0,1991-08-05,5.0,11.0
2645,Johnny Rees,170.0,1982-10-21,6.0,0.0
2646,Chad Reiner,170.0,1981-06-29,5.0,11.0
2647,Ben Reiter,185.0,1987-06-27,6.0,3.0
2648,Goran Reljic,205.0,1984-03-20,6.0,3.0
2649,Jason Reinhardt,135.0,1969-10-31,5.0,6.0
2650,Wilson Reis,125.0,1985-01-06,5.0,4.0
2651,Chance Rencountre,170.0,1986-12-31,6.0,2.0
2652,Leigh Remedios,155.0,1976-01-13,5.0,7.0
2653,John Renken,190.0,1972-12-31,6.0,0.0
2654,Marion Reneau,135.0,1977-06-20,5.0,6.0
2655,Herman Renting,215.0,1968-12-31,6.0,0.0
2656,Alex Reyes,170.0,1986-10-02,5.0,11.0
2657,Dominick Reyes,205.0,1989-12-26,6.0,4.0
2658,Marco Polo Reyes,155.0,1984-11-07,5.0,11.0
2659,Kyle Reyes,145.0,,5.0,8.0
2660,Johnny Rhodes,210.0,,6.0,0.0
2661,Gaston Reyno,145.0,1986-11-11,6.0,0.0
2662,Victor Reyna,170.0,1986-08-05,5.0,11.0
2663,Mike Rhodes,170.0,1989-12-04,6.0,1.0
2664,Lucrezia Ria,125.0,1992-06-24,5.0,6.0
2665,Vitor Ribeiro,154.0,1979-02-24,5.0,8.0
2666,Amanda Ribas,125.0,1993-08-26,5.0,3.0
2667,Will Ribeiro,135.0,1983-02-17,5.0,8.0
2668,Mike Ricci,155.0,1986-03-18,6.0,0.0
2669,Alex Ricci,155.0,1982-07-21,5.0,11.0
2670,Matt Ricehouse,155.0,1987-03-11,,
2671,John Richard,205.0,1982-05-22,,
2672,Mike Richman,135.0,1985-06-23,5.0,8.0
2673,Rex Richards,265.0,1980-10-17,6.0,5.0
2674,Dave Rickels,155.0,1989-01-05,5.0,11.0
2675,Brad Riddell,155.0,1991-09-30,5.0,7.0
2676,Jeremiah Riggs,185.0,1982-12-17,6.0,0.0
2677,Matthew Riddle,170.0,1986-01-14,6.0,1.0
2678,Jason Riley,245.0,1975-09-22,6.0,6.0
2679,Joe Riggs,185.0,1982-09-23,6.0,0.0
2680,Aaron Riley,155.0,1980-12-09,5.0,8.0
2681,Moise Rimbon,205.0,1977-04-20,5.0,10.0
2682,Jordan Rinaldi,145.0,1987-09-25,5.0,10.0
2683,Nick Ring,185.0,1979-02-10,6.0,0.0
2684,Albert Rios,145.0,,5.0,8.0
2685,Mike Rio,155.0,1981-07-06,5.0,10.0
2686,Shannon Ritch,190.0,1970-09-27,5.0,9.0
2687,Rafael Rios,150.0,,,
2688,Maria Rios,125.0,1983-05-31,5.0,5.0
2689,Diego Rivas,145.0,1991-11-11,5.0,8.0
2690,Jorge Rivera,185.0,1972-02-28,6.0,1.0
2691,Dante Rivera,185.0,1974-12-08,6.0,1.0
2692,Mario Rivera,170.0,,5.0,10.0
2693,Jonathan Rivera,155.0,,,
2694,Francisco Rivera,135.0,1981-10-08,5.0,8.0
2695,Irwin Rivera,135.0,1989-02-14,5.0,6.0
2696,Jimmie Rivera,135.0,1989-06-29,5.0,4.0
2697,Jerome Rivera,145.0,1995-04-22,5.0,10.0
2698,Nicdali Rivera-Calanoc,105.0,1985-06-12,5.0,3.0
2699,Pedro Rizzo,241.0,1974-05-03,6.0,1.0
2700,Kali Robbins,115.0,1984-07-05,5.0,3.0
2701,Justin Robbins,135.0,1980-07-29,5.0,5.0
2702,Karl Roberson,185.0,1990-10-04,6.0,1.0
2703,David Roberts,170.0,1975-11-15,6.0,1.0
2704,Andre Roberts,345.0,1965-02-24,6.0,2.0
2705,Joey Roberts,200.0,1977-11-11,6.0,2.0
2706,Tyrone Roberts,185.0,1972-07-14,5.0,9.0
2707,Ryan Roberts,155.0,1978-07-16,5.0,6.0
2708,Taylor Roberts,170.0,,5.0,11.0
2709,Buddy Roberts,185.0,1982-10-17,6.0,2.0
2710,Danny Roberts,170.0,1987-07-14,6.0,1.0
2711,Daniel Roberts,170.0,1980-08-05,5.0,10.0
2712,Roosevelt Roberts,155.0,1994-02-11,6.0,2.0
2713,Kenny Robertson,170.0,1984-02-14,5.0,10.0
2714,Chad Robichaux,135.0,1975-08-18,5.0,4.0
2715,Gillian Robertson,125.0,1995-05-17,5.0,5.0
2716,Mark Robinson,265.0,,6.0,0.0
2717,Colin Robinson,243.0,1968-11-27,6.0,4.0
2718,Alvin Robinson,155.0,1982-07-16,5.0,9.0
2719,Damonte Robinson,155.0,1995-06-10,6.0,0.0
2720,Vagner Rocha,155.0,1982-06-06,5.0,10.0
2721,Carlos Eduardo Rocha,170.0,1981-07-12,5.0,10.0
2722,Keith Rockel,185.0,1965-08-28,6.0,0.0
2723,Luke Rockhold,205.0,1984-10-17,6.0,3.0
2724,Bruno Rodrigues,135.0,1991-06-28,5.0,6.0
2725,Kevin Roddy,145.0,,5.0,11.0
2726,Gregory Rodrigues,185.0,1992-02-17,6.0,3.0
2727,Paul Rodriguez,155.0,1975-05-18,5.0,7.0
2728,Manuel Rodriguez,170.0,1985-04-25,5.0,9.0
2729,Ricco Rodriguez,265.0,1977-08-19,6.0,4.0
2730,Yair Rodriguez,145.0,1992-10-06,5.0,11.0
2731,Marina Rodriguez,115.0,1987-04-29,5.0,6.0
2732,Daniel Rodriguez,170.0,1986-12-31,6.0,1.0
2733,Mike Rodriguez,205.0,1988-11-28,6.0,4.0
2734,Ray Rodriguez,135.0,1987-12-10,5.0,7.0
2735,Luis Rodriguez,125.0,1999-05-07,5.0,6.0
2736,Drako Rodriguez,135.0,1996-06-16,5.0,8.0
2737,Victor Rodriguez,135.0,1992-09-05,5.0,5.0
2738,Nick Roehrick,205.0,1987-07-06,6.0,2.0
2739,Brett Rogers,265.0,1981-02-17,6.0,5.0
2740,Max Rohskopf,155.0,1994-09-27,6.0,1.0
2741,Brian Rogers,185.0,1984-02-15,5.0,11.0
2742,Marcos Rogerio de Lima,253.0,1985-06-25,6.0,1.0
2743,Pete Rogers Jr.,145.0,,6.0,0.0
2744,Marcelo Rojo,145.0,1988-07-02,5.0,8.0
2745,Shane Roller,155.0,1979-07-14,5.0,10.0
2746,Tim Roman,170.0,1985-06-08,6.0,1.0
2747,Jared Rollins,170.0,1977-01-26,5.0,9.0
2748,Alexandr Romanov,262.0,1990-12-11,6.0,2.0
2749,Ricardo Romero,205.0,1978-04-15,6.0,0.0
2750,Yoel Romero,185.0,1977-04-30,6.0,0.0
2751,Anthony Romero,155.0,1997-02-25,5.0,11.0
2752,Mara Romero Borella,125.0,1986-06-03,5.0,6.0
2753,Rong Zhu,135.0,2000-03-07,,
2754,Jesse Ronson,170.0,1985-12-24,5.0,10.0
2755,Joao Roque,155.0,1971-07-22,5.0,6.0
2756,George Roop,135.0,1981-11-10,6.0,1.0
2757,Aaron Rosa,205.0,1983-05-28,6.0,4.0
2758,Charles Rosa,145.0,1986-08-24,5.0,9.0
2759,Karol Rosa,135.0,1994-12-30,5.0,5.0
2760,Hilarie Rose,115.0,1992-11-11,5.0,3.0
2761,Jacob Rosales,155.0,1995-07-28,5.0,11.0
2762,Jake Rosholt,185.0,1982-02-09,6.0,1.0
2763,Jared Rosholt,265.0,1986-08-04,6.0,2.0
2764,Zach Rosol,243.0,,,
2765,Nick Rossborough,205.0,1981-11-18,6.0,5.0
2766,Kevin Rosier,275.0,,6.0,4.0
2767,Kristian Rothaermel,205.0,1972-01-31,6.0,0.0
2768,Rick Roufus,207.0,1966-06-03,6.0,0.0
2769,Ben Rothwell,265.0,1981-10-17,6.0,4.0
2770,Khalil Rountree Jr.,205.0,1990-02-26,6.0,1.0
2771,Ronda Rousey,135.0,1987-02-01,5.0,7.0
2772,Ray Routh,185.0,,5.0,8.0
2773,Roberta Rovel,145.0,,5.0,8.0
2774,Philip Rowe,170.0,1990-07-18,6.0,3.0
2775,Kain Royer,185.0,,,
2776,Brad Royster,135.0,,,
2777,Brandon Royval,125.0,1992-08-16,5.0,9.0
2778,Jairzinho Rozenstruik,242.0,1988-03-17,6.0,4.0
2779,Marco Ruas,210.0,1961-01-23,6.0,1.0
2780,Rodrigo Ruas,185.0,1977-10-06,5.0,10.0
2781,Murilo Rua,185.0,1980-05-22,5.0,11.0
2782,Rodolfo Rubio Perez,145.0,1987-01-29,5.0,5.0
2783,Mauricio Rua,205.0,1981-11-25,6.0,1.0
2784,Gabe Ruediger,155.0,1977-08-29,5.0,10.0
2785,Eddie Ruiz,155.0,1967-06-10,5.0,7.0
2786,Anthony Ruiz,205.0,1977-11-03,6.0,2.0
2787,Casey Ryan,185.0,1987-06-27,,
2788,Mike Russow,255.0,1976-09-11,6.0,1.0
2789,Bas Rutten,205.0,1965-02-24,6.0,1.0
2790,Pete Sabala,135.0,,,
2791,Yusup Saadulaev,135.0,1985-03-31,5.0,6.0
2792,Danny Sabatello,135.0,1993-03-31,5.0,10.0
2793,Patrick Sabatini,145.0,1990-11-09,5.0,8.0
2794,Amir Sadollah,170.0,1980-08-27,5.0,10.0
2795,Saparbeg Safarov,185.0,1986-10-14,6.0,1.0
2796,Frankie Saenz,135.0,1980-08-12,5.0,6.0
2797,Jason Saggo,155.0,1985-11-23,5.0,11.0
2798,Tarec Saffiedine,170.0,1986-09-06,5.0,10.0
2799,Lukasz Sajewski,155.0,1990-11-27,5.0,8.0
2800,Ovince Saint Preux,205.0,1983-04-08,6.0,3.0
2801,Paul Ruiz,135.0,1987-06-23,5.0,6.0
2802,Yukio Sakaguchi,185.0,1973-07-26,5.0,9.0
2803,Wataru Sakata,195.0,1973-03-11,5.0,9.0
2804,Augusto Sakai,265.0,1991-05-09,6.0,3.0
2805,Gokhan Saki,205.0,1983-10-19,6.0,0.0
2806,Alessio Sakara,185.0,1981-09-02,6.0,0.0
2807,Ryuta Sakurai,183.0,1971-09-18,5.0,7.0
2808,Kazushi Sakuraba,185.0,1969-07-14,6.0,0.0
2809,Justin Salas,155.0,1982-03-13,5.0,8.0
2810,Hayato Sakurai,168.0,1975-08-24,5.0,7.0
2811,Luis Saldana,145.0,1991-01-27,5.0,11.0
2812,Ivan Salaverry,185.0,1971-01-11,6.0,0.0
2813,John Salgado,170.0,,5.0,10.0
2814,Roman Salazar,135.0,1988-02-21,5.0,7.0
2815,Brandon Saling,170.0,1986-01-28,5.0,10.0
2816,Muslim Salikhov,170.0,1984-06-09,5.0,11.0
2817,Sean Salmon,185.0,1977-09-11,5.0,10.0
2818,Gabriel Salinas-Jones,245.0,1984-11-20,6.0,1.0
2819,Boston Salmon,135.0,1990-11-20,5.0,9.0
2820,Johnny Sampaio,170.0,1975-09-11,5.0,8.0
2821,John Salter,185.0,1985-03-21,6.0,1.0
2822,Josh Samman,185.0,1988-03-14,6.0,3.0
2823,Josh San Diego,135.0,,5.0,10.0
2824,Josh Sampo,125.0,1984-07-24,5.0,4.0
2825,Eddie Sanchez,230.0,1982-11-04,6.0,2.0
2826,Julian Sanchez,300.0,,6.0,3.0
2827,Bobby Sanchez,155.0,1989-12-15,5.0,7.0
2828,Donald Sanchez,145.0,1984-08-18,5.0,10.0
2829,Diego Sanchez,170.0,1981-12-31,5.0,10.0
2830,Joby Sanchez,135.0,1991-06-24,5.0,6.0
2831,Emmanuel Sanchez,145.0,1990-08-11,5.0,9.0
2832,Jesse Sanders,170.0,,6.0,0.0
2833,Erick Sanchez,145.0,1990-10-04,5.0,10.0
2834,Andrew Sanchez,185.0,1988-04-08,6.0,1.0
2835,Robert Sanchez,125.0,1986-03-05,5.0,6.0
2836,Jerrod Sanders,135.0,1979-10-01,5.0,8.0
2837,Cory Sandhagen,135.0,1992-04-20,5.0,11.0
2838,Luke Sanders,135.0,1985-12-12,5.0,6.0
2839,Hugo Sandoval,135.0,,,
2840,Joseph Sandoval,135.0,1986-05-11,5.0,7.0
2841,Hector Sandoval,125.0,1986-07-19,5.0,2.0
2842,Raul Sandoval,130.0,,,
2843,Chris Sanford,185.0,1968-03-12,5.0,11.0
2844,Jonathan Santa Maria,125.0,,5.0,9.0
2845,Roldan Sangcha'an,125.0,1990-12-04,5.0,4.0
2846,Yuhi Sano,243.0,1965-02-02,5.0,11.0
2847,Duda Santana,145.0,1996-01-10,5.0,7.0
2848,Sean Santella,125.0,1984-10-25,5.0,5.0
2849,Will Santiago,185.0,1983-02-08,5.0,7.0
2850,Mike Santiago,145.0,1989-07-28,5.0,10.0
2851,Shaheen Santana,155.0,1991-06-04,6.0,1.0
2852,Jorge Santiago,170.0,1980-10-09,6.0,1.0
2853,Richie Santiago,135.0,1992-10-10,5.0,7.0
2854,Jose Santibanez,155.0,1980-01-18,,
2855,Art Santore,185.0,1972-10-26,6.0,2.0
2856,Adriano Santos,,,,
2857,Luis Santos,170.0,1980-01-02,6.0,1.0
2858,Iliarde Santos,125.0,1980-09-25,5.0,5.0
2859,Paulo Santos,,,,
2860,Thiago Santos,205.0,1984-01-07,6.0,2.0
2861,Evangelista Santos,170.0,1977-12-12,5.0,10.0
2862,Leonardo Santos,155.0,1980-02-05,6.0,0.0
2863,Bruno Santos,185.0,1987-07-17,5.0,9.0
2864,Andre Santos,170.0,,6.0,0.0
2865,Gleristone Santos,145.0,1988-08-20,5.0,9.0
